A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,heat capacity
5.69854,0.98556,0.90489,2.1882,76.76,-0.2543,-0.0163,0.238,1309.46,0.137594,29.094
3.10496,1.46478,1.05713,5.1544,75.68,-0.2252,0.0103,0.2356,1115.1586,0.137331,29.343
3.84644,1.22468,0.93432,1.4745,76.3,-0.2432,-0.0713,0.1719,1199.1515,0.11278,29.672
2.61281,1.64445,1.0156,4.4317,75.41,-0.2418,-0.0415,0.2003,1111.8388,0.112406,29.885
2.06174,1.75917,1.01523,4.905,79.47,-0.2164,0.014,0.2303,1200.9439,0.159379,34.038
2.52144,1.31949,0.88167,3.1707,84.77,-0.1931,0.0463,0.2394,1352.4054,0.171134,35.337
7.0734,0.90954,0.81196,4.7928,70.59,-0.2394,-0.0773,0.1622,1336.7414,0.101295,28.325
6.43145,0.80276,0.72007,3.6629,79.6,-0.2042,-0.0055,0.1988,1511.9393,0.126429,30.07
2.86681,1.23496,0.88895,4.1542,72.38,-0.2136,0.0058,0.2193,1287.6974,0.137758,31.366
2.27054,1.59576,0.94277,3.9072,77.88,-0.2134,-0.0036,0.2098,1184.2222,0.112547,30.846
2.9548,1.30539,0.91587,0.8096,68.56,-0.2087,0.0108,0.2195,1242.9496,0.124111,31.193
4.59433,0.93787,0.8932,2.7505,67.31,-0.2406,-0.0144,0.2262,1323.243,0.12444,30.827
4.72385,1.1,0.93726,2.175,65.29,-0.2741,-0.1124,0.1617,1144.9723,0.077929,25.25
4.09569,1.7404,1.22139,2.4714,76.22,-0.2315,-0.0754,0.1561,912.7494,0.09448,22.845
2.0596,1.12989,1.08138,4.3959,57.39,-0.2803,-0.1236,0.1567,1175.9279,0.061433,28.788
3.68712,1.28368,0.95218,3.0334,80.4,-0.229,-0.0937,0.1353,1134.8087,0.090519,27.719
3.49936,1.22929,0.92061,3.4665,69.86,-0.2282,-0.0001,0.2281,1176.6208,0.100375,29.101
5.01574,1.00192,0.84334,8.7077,67.27,-0.269,0.0029,0.2719,1277.2876,0.114543,29.09
2.94572,1.74552,1.09605,4.1682,60.8,-0.2558,-0.03,0.2259,991.7196,0.091704,26.908
2.39206,1.68881,0.99165,4.7915,72.77,-0.2004,-0.0217,0.1787,1109.5587,0.114312,31.889
3.41054,1.18025,0.91352,0.6686,62.13,-0.2302,-0.027,0.2032,1173.03,0.089636,28.205
3.56845,1.67114,1.14511,4.2318,65.33,-0.2346,-0.0182,0.2163,965.7921,0.093168,25.403
6.06598,1.06935,0.90955,3.8737,81.81,-0.2339,-0.0666,0.1673,1189.9254,0.089443,28.804
5.49973,1.31487,1.06289,6.6971,67.84,-0.2072,-0.0069,0.2003,1027.4462,0.092734,26.019
5.55865,1.39367,1.11543,3.9053,66.55,-0.2069,0.0029,0.2097,990.8889,0.093908,25.443
3.01076,1.35569,0.98598,1.8032,74.59,-0.204,0.0265,0.2305,1166.3001,0.139131,30.776
3.47232,1.68951,1.13803,3.0547,66.6,-0.2266,-0.0188,0.2078,972.0855,0.091939,25.671
2.1906,1.7655,0.98972,5.4788,67.26,-0.2744,-0.0637,0.2107,1093.0926,0.089174,28.453
4.16024,1.65959,1.18634,0.8243,71.75,-0.2654,-0.0573,0.2081,933.2147,0.093459,22.75
3.09242,1.55054,1.03273,1.9444,72.93,-0.2569,-0.0792,0.1778,1043.5885,0.076528,27.141
5.95863,1.06897,0.90637,3.8998,75.58,-0.2539,-0.0974,0.1565,1165.3399,0.078353,26.596
3.19625,1.26952,1.02227,3.3385,61.58,-0.2883,-0.057,0.2314,1100.0365,0.075986,27.133
2.25156,1.62136,0.94259,5.6617,69.68,-0.2679,-0.0747,0.1932,1114.3569,0.079394,25.872
7.59155,0.76057,0.69431,2.3639,60.43,-0.2742,-0.0438,0.2304,1475.1137,0.088089,26.372
3.34063,1.20971,0.94875,3.0537,64.71,-0.2784,-0.044,0.2344,1154.127,0.087131,29.137
3.26385,1.5293,1.07409,13.2123,71.95,-0.1642,-0.0195,0.1447,1048.5325,0.115955,26.575
4.34943,1.01846,0.91031,3.017,61.22,-0.2785,-0.0486,0.2299,1200.7243,0.078818,26.042
3.32182,1.26386,0.91553,2.6479,68.52,-0.2054,0.0002,0.2057,1179.1814,0.10269,29.652
3.92527,1.27729,1.09354,1.3724,72.64,-0.2412,-0.0145,0.2267,1094.2366,0.126424,27.8
4.66556,1.07599,0.8791,3.0709,60.88,-0.302,-0.0804,0.2216,1200.9712,0.088545,27.233
3.0301,1.37384,0.95079,1.4205,66.76,-0.2871,-0.1244,0.1627,1130.4202,0.087241,28.356
5.49379,0.66976,0.63817,3.9641,75.13,-0.2519,-0.0071,0.2448,1726.2545,0.147588,31.562
4.48588,1.14422,0.91686,5.2044,67.08,-0.2755,-0.0995,0.176,1186.9745,0.088529,26.696
4.70249,1.15156,0.92503,6.167,56.4,-0.2806,-0.0843,0.1963,1116.1343,0.06692,24.97
3.0104,1.42741,0.97414,2.9286,75.31,-0.2119,-0.0445,0.1674,1139.5159,0.112046,29.396
2.05119,1.88671,0.98357,4.9189,66.44,-0.2223,-0.0142,0.208,1083.721,0.090183,27.856
1.97075,1.76241,0.93122,5.7467,70.07,-0.2052,-0.0186,0.1867,1137.4675,0.101925,29.357
1.90606,1.75502,0.91371,2.1609,55.84,-0.2708,-0.0322,0.2386,1079.5617,0.064709,24.568
3.10978,1.32339,0.93375,4.5433,71.04,-0.228,-0.0273,0.2007,1157.6863,0.112355,29.669
3.21532,1.31729,0.93515,3.3079,65.25,-0.221,-0.0258,0.1953,1103.0192,0.089439,27.761
3.2926,1.4074,0.98596,3.4248,59.61,-0.2402,-0.0393,0.2009,1051.275,0.078365,26.485
2.39077,1.81027,1.0336,1.6601,73.09,-0.2023,0.0013,0.2036,1062.2435,0.114972,29.849
3.09096,1.36249,0.95118,3.8522,68.85,-0.2347,-0.0622,0.1725,1129.7955,0.099732,28.537
4.10361,1.1735,0.91768,3.4326,66.49,-0.2568,-0.0525,0.2043,1168.3631,0.08883,26.735
2.96248,1.37721,0.94563,1.4971,61.5,-0.2764,-0.0682,0.2082,1118.1419,0.089911,26.199
3.1753,1.44798,1.00063,4.4251,64.39,-0.2627,-0.0827,0.18,1077.2554,0.089375,27.214
5.15059,1.08112,0.89861,1.2467,63.97,-0.2513,-0.0827,0.1686,1180.286,0.088935,26.428
2.34853,1.86164,1.03847,2.1567,59.52,-0.2522,-0.0825,0.1696,992.1685,0.063822,25.738
2.28565,1.3416,1.11949,2.625,58.03,-0.2602,-0.0298,0.2305,1122.3178,0.117797,33.672
2.7779,1.37103,1.122,3.5537,47.51,-0.2968,-0.0123,0.2845,1011.5264,0.073984,26.53
3.60417,1.02716,0.96984,2.7734,57.78,-0.2666,0.0705,0.3371,1226.7902,0.119934,30.807
2.55111,1.05609,0.89859,1.9845,62.17,-0.2676,0.0833,0.351,1345.0493,0.14147,35.186
